title,author,publisher,isbn,year,pages
Chip War - The Fight for the World's Most Critical Technology.,Chris Miller 0004,Simon & Schuster,,2022,
The Innovators,Walter Isaacson,Simon & Schuster,,2014,
Focus: The ASML Way - Inside the Power Struggle over the Most Complex Machine on Earth.,Marc Hijink,"Uitgeverij Balans, The Netherlands",9789463823715::9789463823050,2024,
Navigating Artificial Intelligence for Cultural Heritage Organisations.,,"UCL Press, London, UK",,2025,
Wirksamer Informatikunterricht.,,"Schneider Verlag Hohengehren GmbH, Baltmannsweiler, Germany",978-3-8340-2243-1,2024,
"Matters Computational - Ideas, Algorithms, Source Code [The fxtbook]",Jörg Arndt,www.jjj.de,,2010,
Medienlinguistik 3.0 - Formen und Wirkung von Textsorten im Zeitalter des Social Web,,Frank & Timme,,2016,
"Genius Makers: The Mavericks Who Brought AI to Google, Facebook, and the World.",Cade Metz,Dutton / Penguin Random House,9781524742690,2021,
Troublemakers: Silicon Valley's Coming of Age.,Leslie Berlin,Simon & Schuster,978-1451651508,2017,
Naturwissenschaftsdidaktik als Studienfach: kommentierte Dokumentation ausländ. Studiengänge.,Helmut Geiser::Norbert A. Streitz,"Aulis-Verlag Deubner, Köln",978-3-7614-0389-1,1979,
Perspektiven der Informatik in Deutschland.,,Wissenschaftsrat,978-81-203-5074-8,2020,
"Fundamentals of Discrete Mathematical Structures, 3rd Ed.",K. R. Chowdhary,"PHI Learning, Delhi, India",978-81-203-5074-8,2015,
Text and Language. Structures - Functions - Interrelations - Quantitative Perspectives,,"Praesens Verlag, Wien",978-3-7069-0625-8,2010,
Probability in Electrical Engineering and Computer Science: An Application-Driven Course,Jean C. Walrand,Quoi?,978-0615899367,2014,
Proving Ground: The Untold Story of the Six Women Who Programmed the World's First Modern Computer.,Kathy Kleiman,Grand Central Publishing / Hurst Publishers,9781787388628,2022,
The HP Phenomenon: Innovation and Business Transformation.,Charles H. House::Raymond L. Price,Stanford University Press,978-0-8047-5286-2,2009,
"DEC Is Dead, Long Live DEC: The Lasting Legacy of Digital Equipment Corporation.",Edgar H. Schein::Paul J. Kampas::Michael Sonduck::Peter DeLisi,"Berrett-Koehler Publishers, San Francisco",978-1-57675-225-8::978-1-57675-305-7::978-1-60509-408-3,2003,
Patterns in Data Management: A Flipped Textbook,Jens Dittrich,CreateSpace Independent Publishing Platform,9781523853960,2016,308
Histories of Computing,Michael Sean Mahoney,Harvard University Press,,2011,
Stationäre Güterverteilungen.,Jürgen Merkwitz,"Verlag Anton Hain, Meisenheim (am Glan)",978-3-445-01050-6,1973,
"No Better Time: The Brief, Remarkable Life of Danny Lewin, the Genius Who Transformed the Internet.",Molly Knight Raskin,Da Capo Press,9780306821677::9780306821660,2013,
How the Internet Happened: From Netscape to the iPhone,Brian McCullough,Liveright Publishing,,2018,
Funnelback and Me: Celebrating 30 Years of Funnelback Technology 1991-2021,David Hawking,Australian National University,,2022,
Tools for Software Maintenance and Reengineering,,FrancoAngeli,978-8846463968,2005,
"Von Autopiloten, Taliban und dem Friedrichstadtpalast: Neue Einsichten eines Informatikers von geringem Verstande.",Reinhard Wilhelm,Amazon / Via tolino media,9783754675946::979-8-8201-4268-0,2022,
Algorithms,Jeff Erickson 0001,,978-1-792-64483-2,2019,
Rechtsfragen bei Open Science,Till Kreutzer::Henning Lahmann,"Hamburg University Press, Germany",978-3-943423-67-9,2019,
Steve Jobs,Walter Isaacson,"Simon & Schuster / Little, Brown",,2011,
The Code: Silicon Valley and the Remaking of America.,Margaret O'Mara,Penguin Books,,2018,
Hochschulinformatik in der Bundesrepublik und der DDR bis 1989/1990.,Christine Pieper,"Franz Steiner Verlag, Stuttgart, Germany",978-3-515-09755-0,2009,
Enhancing the Cultural Heritage Using ICT: Background and Perspective,Anna Berlino::Alessia Amelio::Luciano Caroprese::Ester Zumpano,Lambert Academic Publishing,978-620-0-29650-4,2019,
"Hybrid Intensional Computing in GIPSY: JLucid, Objective Lucid and GICF.",Serguei A. Mokhov,"LAP Lambert Academic Publishing , Germany",978-3838311982,2010,
"CGI Programming on the World Wide Web, 1st Edition",Shishir Gundavaram,O'Reilly,,1996,
Java Virtual Machine,Jon Meyer::Troy Downing,O'Reilly,1-56592-194-1,1997,
Windows 98 in a Nutshell,Tim O'Reilly::Troy Mott::Walter Glenn,O'Reilly,1-56592-486-X,1999,
"Making Software - What Really Works, and Why We Believe It.",,O'Reilly,978-0-596-80832-7,2011,
Java Foundation Classes in a Nutshell,David Flanagan,O'Reilly,1-56592-488-6,1999,
"Java in a Nutshell - A Desktop Quick Reference for Java Programmers, Covers Java 1.0",David Flanagan,O'Reilly,1-56592-183-6,1996,
"Designing Data-Intensive Applications: The Big Ideas Behind Reliable, Scalable, and Maintainable Systems",Martin Kleppmann,O'Reilly,978-1-4493-7332-0,2016,590
Java Fundamental Classes Reference,Mark Grand::Jonathan Knudsen,O'Reilly,1-56592-241-7,1997,
Programming the Be Operating System: Writing Programs for the Be Operating System,Dan Parks Sydow,O'Reilly,,1999,
Java Cookbook,Ian F. Darwin,O'Reilly,0-596-00170-3,2001,
JavaServer Pages,Hans Bergsten,O'Reilly,1-56592-746-X,2001,
Java Performance Tuning,Jack Shirazi,O'Reilly,0-596-00015-4,2000,
Java 2D Graphics,Jonathan Knudsen,O'Reilly,1-56592-484-3,1999,
Beautiful Visualization - Looking at Data Through the Eyes of Experts.,,O'Reilly,978-1-449-37986-5,2010,
Web Operations - Keeping the Data On Time.,,O'Reilly,978-1-449-37744-1,2010,
XML in a Nutshell,Elliotte Rusty Harold::W. Scott Means,O'Reilly,0-596-00058-8,2001,
"CJKV Information Processing: Chinese, Japanese, Korean & Vietnamese Computing",Ken Lunde,O'Reilly,1-56592-224-7,1999,
"Das offizielle ILIAS 4-Praxisbuch: gemeinsam online lernen, arbeiten und kommunizieren.",Matthias Kunkel,Addison-Wesley,9783827329639,2011,815
"The art of computer programming, Volume I: Fundamental Algorithms, 3rd Edition.",Donald Ervin Knuth,Addison-Wesley,0201896834,1997,650
Simulation and the Monte Carlo method.,Reuven Y. Rubinstein,Wiley,0471089176,1981,278
Prototyping - an approach to evolutionary system development.,Reinhard Budde,Springer,038754352X,1992,205
Software engineering in C.,Peter A. Darnell::Philip E. Margolis,Springer,3540965742,1988,612
The METAFONTbook.,Donald Ervin Knuth,Addison-Wesley,0201134446,1986,361
"Component software - beyond object-oriented programming, 2nd Edition.",Clemens A. Szyperski::Dominik Gruntz::Stephan Murer,Addison-Wesley,0201745720,2002,589
Search in artificial intelligence.,Laveen N. Kanal,Springer,3540967508,1988,482
Principle-based parsing - computatCarol Tennyion and psycholinguistics.,Robert C. Berwick::Steven P. Abney::Carol Tenny,Kluwer,0792311736,1991,408
DNS and BIND in a nutshell.,Paul Albitz::Cricket Liu,O'Reilly,1565920104,1994,381
Complexity and real computation.,Lenore Blum,Springer,0387982817,1998,453
Neuro-dynamic programming.,Dimitri P. Bertsekas::John N. Tsitsiklis,Athena Scientific,1886529108,1996,491
"Change by design: how design thinking can transform organizations and inspire innovation, 1st Edition.",Tim Brown::Barry Katz,Harper Collins,9780061766084,2009,264
Building expert systems.,Frederick Hayes-Roth,Addison-Wesley,0201106868,1983,444
Intelligent data analysis: an introduction; with 39 tables.,Michael R. Berthold,Springer,3540658084,1999,400
"Image analysis, random fields and dynamic Monte Carlo methods: a mathematical introduction.",Gerhard Winkler,Springer,0387570691,1995,324
"Learning with Kernels: support vector machines, regularization, optimization, and beyond.",Bernhard Schölkopf::Alexander Johannes Smola,MIT Press,9780262194754,2002,626
"Digital image processing, 3rd Edition.",Rafael C. González::Richard E. Woods,Pearson Education,9780135052679,2008,954
"Structural complexity, 1st Edition.",José Luis Balcázar::Josep Díaz::Joaquim Gabarró,Springer,0387186220,1988,191
Complex adaptive systems - an introduction to computational models of social life.,John H. Miller::Scott E. Page,Princeton Univ. Press,9780691127026,2007,263
"Encyclopaedia of linguistics, information and control, 1st Edition.",Alfred R. Meetham,Pergamon Pr.,0080123376,1969,718
"Speech and language processing: an introduction to natural language processing, computational linguistics, and speech recognition, 2nd Edition.",Dan Jurafsky::James H. Martin,"Prentice Hall, Pearson Education International",9780135041963,2009,1024
The computer and the mind: an introduction to cognitive science.,Philip N. Johnson-Laird,Harvard Univ. Pr.,0674156161,1988,444
Information rules - a strategic guide to the network economy.,Carl Shapiro::Hal R. Varian,Harvard Business School Press,087584863X,1999,352
"A visual guide to Stata graphics, 3rd Edition.",Michael N. Mitchell,Stata Press,1597181064,2012,499
The LATEX companion - includes newly revised LATEX standard.,Michel Goossens::Frank Mittelbach::Alexander Samarin,Addison-Wesley,0201541998,1994,528
"The theory of parsing, translation, and compiling. 1: Parsing",Alfred V. Aho::Jeffrey D. Ullman,Prentice-Hall,0139145567,1972,542
"Catalogue of artificial intelligence tools, 2nd Edition.",Alan Bundy,Springer,0387168931,1986,168
Artificial intelligence - eine Einführung.,Johannes Retti,Teubner,351902473X,1984,214
"Regression models for categorical dependent variables using Stata, 2nd Edition.",J. Scott Long::Jeremy Freese,Stata Press,1597180114,2006,527
"Managing NFS and NIS -help for UNIX system administrators, 1st Edition.",Hal Stern,O'Reilly,0937175757,1992,409
"Representations and cohomology, 1st Edition.",David J. Benson 0001,Cambridge Univ. Press,0521361346,1991,224
Neural networks and fuzzy systems: a dynamical systems approach to machine intelligence.,Bart Kosko,Prentice Hall,0136123341,1992,449
Stochastic simulation.,Brian D. Ripley,Wiley,0471818844,1987,237
Handbook of mathematics and computational science.,John Harris::Horst Stöcker,Springer,0387947469,1998,1028
"Artificial Intelligence, 2nd Edition.",Patrick Henry Winston,Addison- Wesley,0201082594,1984,524
Introduction to the theory of neural computation.,John A. Hertz::Anders Krogh::Richard G. Palmer,Addison-Wesley,0201515601,1991,327
Handbook of logic in computer science. Volume 2. Background: Computational structures.,Samson Abramsky::Dov M. Gabbay::T. S. E. Maibaum,Clarendon Press,0198537611,1992,571
"Modern applied statistics with S, 4th Edition.",William N. Venables::Brian D. Ripley,Springer,0387954570,2002,495
"Learning Spark - lightning-fast data analysis, 1st Edition.",Holden Karau,O'Reilly,9781449358624,2015,254
Logic for problem solving.,Robert A. Kowalski,North-Holland,0444003681,1979,287
Scientific computing on vector computers.,Willi Schönauer,North-Holland,0444702881,1987,488
Physics by computer: programming physical problems using Mathematica and C.,Wolfgang Kinzel::Georg Reents,Springer,354062743X,1998,289
Parallel algorithms in computational science.,Dieter W. Heermann::Anthony N. Burkitt,Springer,0387534180,1991,183
Applied spatial data analysis with R.,Roger Bivand::Edzer J. Pebesma::Virgilio Gómez-Rubio,Springer,0387781706,2008,374
"Modern operating systems, 3rd Edition.",Andrew S. Tanenbaum,Pearson Prentice-Hall,0138134596,2009,1072
CGM and CGI - Metafile and interface standards for computer graphics.,David B. Arnold::Peter R. Bono,Springer,0387189505,1988,279
Bayesian reasoning and machine learning.,David Barber,Cambridge University Press,0521518148,2012,697
"Knowledge representation: logical, philosophical, and computational foundations.",John F. Sowa,Brooks/Cole,0534949657,2000,594
New directions in semantics.,Ernest Lepore,Academic Press,012444041X,1987,487
Just Playing.,Ken Binmore,MIT Press,0262024446,1998,589
GIS for environmental monitoring.,Hans-Peter Bähr,Schweizerbart,351065191X,1999,360
Using R for introductory statistics.,John Verzani,Chapman & Hall/CRC,1584884509,2005,414
Templates for the solution of linear systems: building blocks for iterative methods.,Richard Barrett,"SIAM, Society for Industrial and Applied Mathematics",0898713285,1994,112
Uncertainty and vagueness in knowledge based systems: numerical methods.,Rudolf Kruse::Erhard Schwecke::Jochen Heinsohn,Springer,0387541659,1991,491
Scientific data analysis - an introduction to overdetermined systems.,Richard L. Branham,Springer,3540972013,1990,237
Machine learning - an artificial intelligence approach.,Ryszard S. Michalski::John R. Anderson,Springer,0387132988,1984,572
Parallel programming in openMP.,Rohit Chandra,Morgan Kaufmann,1558606718,2001,230
"C: a software engineering approach, Rev. ed.",Peter A. Darnell::Philip E. Margolis,Springer,3540973893,1991,622
Learning GNU Emacs - UNIX text processing (1st Edition).,Debra Cameron::Bill Rosenblatt,O'Reilly,0937175846,1992,411
Handbook of logic in computer science. Volume 4. Semantic modelling.,Samson Abramsky::Dov M. Gabbay::T. S. E. Maibaum,Clarendon Press,0198537808,1995,651
"The logic of time - a model-theoretic investigation into the varieties of temporal ontology and temporal discourse, 2nd Edition.",Johan van Benthem,Kluwer,0792310810,1991,280
On knowledge base management systems: integrating artificial intelligence and database technologies.,Michael L. Brodie,Springer,0387963820,1986,660
"Linear systems, fourier transforms, and optics.",Jack D. Gaskill,Wiley,0471292885,1978,554
Handbook of logic in computer science. Volume 1. Background: Mathematical structures.,Samson Abramsky::Dov M. Gabbay::T. S. E. Maibaum,Clarendon Press,0198537352,1992,827
Pattern classification and scene analysis.,Richard O. Duda::Peter E. Hart,Wiley,0471223611,1973,482
Planning English sentences.,Douglas E. Appelt,Cambridge University Press,0521301157,1985,171
User models in dialog systems.,Alfred Kobsa::Sandra Carberry,Springer,0387183809,1989,471
The computational complexity of algebraic and numeric problems.,Allan Borodin::J. Ian Munro,Elsevier,0444001565,1975,174
"Pattern recognition and machine learning, 5th Edition.",Christopher M. Bishop,Springer,9780387310732,2007,738
Computer modern typefaces.,Donald Ervin Knuth,Addison-Wesley,0201134462,1986,588
"Dynamic programming and optimal control, 3rd Edition.",Dimitri P. Bertsekas,Athena Scientific,1886529264,2005,543
"Data mining techniques - for marketing, sales, and customer support.",Michael J. A. Berry::Gordon Linoff,Wiley,0471179809,1997,454
"The physics of quantum information: quantum cryptography, quantum teleportation, quantum computation.",Dirk Bouwmeester,Springer,3540667784,2000,314
Selecting models from data.,Peter C. Cheeseman,Springer,0387942815,1994,487
Event history analysis with stata.,Hans-Peter Blossfeld,"Erlbaum, Taylor & Francis Group",0805860460,2007,300
Digitalisierung der Unternehmen.,Thomas Hess,Springer Gabler,9783834934512,2012,169
"TCP IP network administration - help for UNIX system administrators, 1st Edition.",Craig Hunt,O'Reilly,093717582X,1994,472
Algebraic aspects of cryptography,Neal Koblitz,Springer,978-3-540-63446-1,1998,206
Continuous system modeling.,François E. Cellier,Springer,3540975020,1991,755
CUDA by example: an introduction to general purpose GPU programming.,Jason Sanders::Edward Kandrot,Addison-Wesley,0131387685,2011,290
Mathematical structures of language.,Zellig S. Harris,Interscience Publ.,0470353163,1968,230
LAPACK users' guide - [release 1.0].,Ed Anderson,Soc. for Industrial and Applied Math.,0898712947,1992,235
Problem-solving methods in artificial intelligence.,Nils J. Nilsson,McGraw-Hill,0070465738,1971,255
"Using MPI: portable parallel programming with the message-passing interface, 2nd Edition.",William D. Gropp::Ewing L. Lusk::Anthony Skjellum,MIT Press,026257134X,1999,371
